Rref_ohm,Vout_V,Ic_Q2_A,I_RREF_A,Vbase_V,Ic_Q1_A
2200,1.54,0.001945389490175627,0.001967223889812984,0.6721074424114359,0.001928650871908482
2200,1.55,0.001945582355282662,0.001967223889812924,0.6721074424115667,0.001928650871918249
2200,1.56,0.001945775220389693,0.001967223889812865,0.6721074424116975,0.001928650871928003
2200,1.57,0.001945968085496703,0.001967223889812806,0.672107442411828,0.001928650871937741
2200,1.58,0.001946160950603737,0.001967223889812746,0.6721074424119587,0.001928650871947481
2200,1.59,0.001946353815710747,0.001967223889812686,0.6721074424120894,0.001928650871957215
2200,1.6,0.001946546680817797,0.001967223889812627,0.6721074424122202,0.001928650871966981
2200,1.61,0.001946739545924818,0.001967223889812568,0.6721074424123509,0.001928650871976715
2200,1.62,0.00194693241103186,0.001967223889812509,0.6721074424124817,0.001928650871986469
2200,1.63,0.001947125276138894,0.001967223889812449,0.6721074424126122,0.001928650871996205
2200,1.64,0.001947318141245916,0.00196722388981239,0.6721074424127428,0.001928650872005941
2200,1.65,0.00194751100635295,0.00196722388981233,0.6721074424128736,0.001928650872015681
2200,1.66,0.001947703871460009,0.001967223889812271,0.6721074424130041,0.001928650872025444
2200,1.67,0.001947896736567061,0.001967223889812211,0.6721074424131349,0.001928650872035191
2200,1.68,0.001948089601674118,0.001967223889812152,0.6721074424132658,0.001928650872044955
2200,1.69,0.001948282466781155,0.001967223889812093,0.6721074424133965,0.001928650872054689
2200,1.7,0.001948475331888204,0.001967223889812033,0.672107442413527,0.001928650872064427
2200,1.71,0.001948668196995246,0.001967223889811973,0.6721074424136579,0.001928650872074163
2200,1.72,0.001948861062102303,0.001967223889811914,0.6721074424137886,0.001928650872083919
2200,1.73,0.001949053927209368,0.001967223889811855,0.6721074424139193,0.001928650872093667
2200,1.74,0.001949246792316416,0.001967223889811796,0.6721074424140498,0.00192865087210341
2200,1.75,0.001949439657423466,0.001967223889811736,0.6721074424141804,0.001928650872113153
2200,1.76,0.001949632522530547,0.001967223889811677,0.6721074424143113,0.001928650872122905
2200,1.77,0.001949825387637584,0.001967223889811617,0.6721074424144421,0.001928650872132651
2200,1.78,0.001950018252744662,0.001967223889811558,0.6721074424145725,0.001928650872142403
2200,1.79,0.00195021111785173,0.001967223889811499,0.6721074424147033,0.001928650872152129
2200,1.8,0.001950403982958813,0.001967223889811439,0.6721074424148341,0.001928650872161887
2200,1.81,0.001950596848065878,0.00196722388981138,0.6721074424149649,0.001928650872171634
2200,1.82,0.001950789713172965,0.00196722388981132,0.6721074424150953,0.001928650872181387
2200,1.83,0.001950982578280028,0.00196722388981126,0.6721074424152265,0.001928650872191127
2200,1.84,0.001951175443387113,0.001967223889811202,0.6721074424153568,0.00192865087220088
